date,state,market,commodity,min_price,max_price,modal_price,unit
2026-06-01,Maharashtra,Nashik,Wheat,2109,2283,2212,Rs./quintal
2026-06-04,Maharashtra,Nashik,Wheat,2125,2393,2275,Rs./quintal
2026-06-07,Maharashtra,Nashik,Wheat,2144,2385,2233,Rs./quintal
2026-06-10,Maharashtra,Nashik,Wheat,2100,2361,2194,Rs./quintal
2026-06-13,Maharashtra,Nashik,Wheat,2122,2332,2212,Rs./quintal
2026-06-16,Maharashtra,Nashik,Wheat,2126,2350,2204,Rs./quintal
2026-06-19,Maharashtra,Nashik,Wheat,2124,2359,2268,Rs./quintal
2026-06-22,Maharashtra,Nashik,Wheat,2134,2436,2279,Rs./quintal
2026-06-25,Maharashtra,Nashik,Wheat,2064,2381,2232,Rs./quintal
2026-06-28,Maharashtra,Nashik,Wheat,2165,2401,2306,Rs./quintal
2026-07-01,Maharashtra,Nashik,Wheat,2158,2455,2285,Rs./quintal
2026-07-04,Maharashtra,Nashik,Wheat,2166,2359,2241,Rs./quintal
2026-07-07,Maharashtra,Nashik,Wheat,2108,2424,2274,Rs./quintal
2026-07-10,Maharashtra,Nashik,Wheat,2235,2400,2307,Rs./quintal
2026-07-13,Maharashtra,Nashik,Wheat,2136,2312,2238,Rs./quintal
2026-07-16,Maharashtra,Nashik,Wheat,2155,2358,2239,Rs./quintal
2026-07-19,Maharashtra,Nashik,Wheat,2103,2411,2244,Rs./quintal
2026-07-22,Maharashtra,Nashik,Wheat,2211,2447,2304,Rs./quintal
2026-07-25,Maharashtra,Nashik,Wheat,2140,2486,2305,Rs./quintal
2026-07-28,Maharashtra,Nashik,Wheat,2161,2508,2338,Rs./quintal
2026-07-31,Maharashtra,Nashik,Wheat,2219,2424,2288,Rs./quintal
2026-02-01,Maharashtra,Nashik,Rice,2396,2672,2505,Rs./quintal
2026-02-04,Maharashtra,Nashik,Rice,2341,2647,2500,Rs./quintal
2026-02-07,Maharashtra,Nashik,Rice,2452,2679,2582,Rs./quintal
2026-02-10,Maharashtra,Nashik,Rice,2339,2743,2542,Rs./quintal
2026-02-13,Maharashtra,Nashik,Rice,2334,2643,2474,Rs./quintal
2026-02-16,Maharashtra,Nashik,Rice,2342,2608,2474,Rs./quintal
2026-02-19,Maharashtra,Nashik,Rice,2470,2705,2570,Rs./quintal
2026-02-22,Maharashtra,Nashik,Rice,2370,2577,2500,Rs./quintal
2026-02-25,Maharashtra,Nashik,Rice,2479,2656,2562,Rs./quintal
2026-02-28,Maharashtra,Nashik,Rice,2388,2594,2507,Rs./quintal
2026-03-03,Maharashtra,Nashik,Rice,2390,2721,2555,Rs./quintal
2026-03-06,Maharashtra,Nashik,Rice,2493,2685,2604,Rs./quintal
2026-03-09,Maharashtra,Nashik,Rice,2446,2740,2552,Rs./quintal
2026-03-12,Maharashtra,Nashik,Rice,2443,2670,2546,Rs./quintal
2026-03-15,Maharashtra,Nashik,Rice,2430,2739,2553,Rs./quintal
2026-03-18,Maharashtra,Nashik,Rice,2415,2620,2503,Rs./quintal
2026-03-21,Maharashtra,Nashik,Rice,2351,2607,2498,Rs./quintal
2026-03-24,Maharashtra,Nashik,Rice,2477,2797,2615,Rs./quintal
2026-03-27,Maharashtra,Nashik,Rice,2398,2787,2595,Rs./quintal
2026-03-30,Maharashtra,Nashik,Rice,2388,2788,2588,Rs./quintal
2026-04-02,Maharashtra,Nashik,Rice,2513,2699,2606,Rs./quintal
2026-04-05,Maharashtra,Nashik,Rice,2440,2690,2566,Rs./quintal
2026-04-08,Maharashtra,Nashik,Rice,2410,2627,2542,Rs./quintal
2026-04-11,Maharashtra,Nashik,Rice,2429,2817,2611,Rs./quintal
2026-04-14,Maharashtra,Nashik,Rice,2360,2688,2550,Rs./quintal
2026-04-17,Maharashtra,Nashik,Rice,2505,2846,2640,Rs./quintal
2026-04-20,Maharashtra,Nashik,Rice,2437,2651,2546,Rs./quintal
2026-04-23,Maharashtra,Nashik,Rice,2393,2728,2564,Rs./quintal
2026-04-26,Maharashtra,Nashik,Rice,2359,2676,2555,Rs./quintal
2026-04-29,Maharashtra,Nashik,Rice,2443,2675,2582,Rs./quintal
2026-05-02,Maharashtra,Nashik,Rice,2515,2786,2637,Rs./quintal
2026-05-05,Maharashtra,Nashik,Rice,2456,2763,2582,Rs./quintal
2026-05-08,Maharashtra,Nashik,Rice,2561,2872,2667,Rs./quintal
2026-05-11,Maharashtra,Nashik,Rice,2463,2688,2553,Rs./quintal
2026-05-14,Maharashtra,Nashik,Rice,2465,2668,2555,Rs./quintal
2026-05-17,Maharashtra,Nashik,Rice,2470,2786,2669,Rs./quintal
2026-05-20,Maharashtra,Nashik,Rice,2490,2829,2635,Rs./quintal
2026-05-23,Maharashtra,Nashik,Rice,2485,2729,2612,Rs./quintal
2026-05-26,Maharashtra,Nashik,Rice,2530,2769,2671,Rs./quintal
2026-05-29,Maharashtra,Nashik,Rice,2439,2750,2589,Rs./quintal
2026-06-01,Maharashtra,Nashik,Rice,2408,2800,2608,Rs./quintal
2026-06-04,Maharashtra,Nashik,Rice,2515,2762,2600,Rs./quintal
2026-06-07,Maharashtra,Nashik,Rice,2459,2787,2624,Rs./quintal
2026-06-10,Maharashtra,Nashik,Rice,2481,2782,2613,Rs./quintal
2026-06-13,Maharashtra,Nashik,Rice,2525,2801,2680,Rs./quintal
2026-06-16,Maharashtra,Nashik,Rice,2482,2687,2587,Rs./quintal
2026-06-19,Maharashtra,Nashik,Rice,2459,2809,2604,Rs./quintal
2026-06-22,Maharashtra,Nashik,Rice,2464,2798,2671,Rs./quintal
2026-06-25,Maharashtra,Nashik,Rice,2441,2830,2630,Rs./quintal
2026-06-28,Maharashtra,Nashik,Rice,2488,2872,2663,Rs./quintal
2026-07-01,Maharashtra,Nashik,Rice,2584,2878,2707,Rs./quintal
2026-07-04,Maharashtra,Nashik,Rice,2438,2700,2616,Rs./quintal
2026-07-07,Maharashtra,Nashik,Rice,2443,2750,2637,Rs./quintal
2026-07-10,Maharashtra,Nashik,Rice,2484,2703,2620,Rs./quintal
2026-07-13,Maharashtra,Nashik,Rice,2471,2765,2637,Rs./quintal
2026-07-16,Maharashtra,Nashik,Rice,2475,2787,2667,Rs./quintal
2026-07-19,Maharashtra,Nashik,Rice,2556,2867,2718,Rs./quintal
2026-07-22,Maharashtra,Nashik,Rice,2466,2735,2615,Rs./quintal
2026-07-25,Maharashtra,Nashik,Rice,2484,2801,2596,Rs./quintal
2026-07-28,Maharashtra,Nashik,Rice,2521,2781,2639,Rs./quintal
2026-07-31,Maharashtra,Nashik,Rice,2548,2842,2634,Rs./quintal
2026-02-01,Maharashtra,Nashik,Soybean,3963,4494,4179,Rs./quintal
2026-02-04,Maharashtra,Nashik,Soybean,4111,4594,4307,Rs./quintal
2026-02-07,Maharashtra,Nashik,Soybean,4176,4764,4505,Rs./quintal
2026-02-10,Maharashtra,Nashik,Soybean,3994,4555,4249,Rs./quintal
2026-02-13,Maharashtra,Nashik,Soybean,3983,4449,4308,Rs./quintal
2026-02-16,Maharashtra,Nashik,Soybean,4170,4574,4393,Rs./quintal
2026-02-19,Maharashtra,Nashik,Soybean,4221,4661,4520,Rs./quintal
2026-02-22,Maharashtra,Nashik,Soybean,4097,4624,4348,Rs./quintal
2026-02-25,Maharashtra,Nashik,Soybean,3927,4318,4153,Rs./quintal
2026-02-28,Maharashtra,Nashik,Soybean,4041,4581,4253,Rs./quintal
2026-03-03,Maharashtra,Nashik,Soybean,4144,4583,4418,Rs./quintal
2026-03-06,Maharashtra,Nashik,Soybean,4125,4609,4395,Rs./quintal
2026-03-09,Maharashtra,Nashik,Soybean,3895,4482,4154,Rs./quintal
2026-03-12,Maharashtra,Nashik,Soybean,4071,4696,4404,Rs./quintal
2026-03-15,Maharashtra,Nashik,Soybean,4093,4517,4221,Rs./quintal
2026-03-18,Maharashtra,Nashik,Soybean,3990,4481,4155,Rs./quintal
2026-03-21,Maharashtra,Nashik,Soybean,4065,4369,4213,Rs./quintal
2026-03-24,Maharashtra,Nashik,Soybean,3958,4455,4282,Rs./quintal
2026-03-27,Maharashtra,Nashik,Soybean,4079,4570,4234,Rs./quintal
2026-03-30,Maharashtra,Nashik,Soybean,3931,4336,4061,Rs./quintal
2026-04-02,Maharashtra,Nashik,Soybean,3752,4291,3989,Rs./quintal
2026-04-05,Maharashtra,Nashik,Soybean,3910,4395,4125,Rs./quintal
2026-04-08,Maharashtra,Nashik,Soybean,3954,4434,4266,Rs./quintal
2026-04-11,Maharashtra,Nashik,Soybean,3896,4243,4111,Rs./quintal
2026-04-14,Maharashtra,Nashik,Soybean,4132,4490,4296,Rs./quintal
2026-04-17,Maharashtra,Nashik,Soybean,3947,4316,4185,Rs./quintal
2026-04-20,Maharashtra,Nashik,Soybean,3689,4261,3953,Rs./quintal
2026-04-23,Maharashtra,Nashik,Soybean,4057,4569,4299,Rs./quintal
2026-04-26,Maharashtra,Nashik,Soybean,4068,4560,4324,Rs./quintal
2026-04-29,Maharashtra,Nashik,Soybean,3951,4390,4238,Rs./quintal
2026-05-02,Maharashtra,Nashik,Soybean,3865,4119,3986,Rs./quintal
2026-05-05,Maharashtra,Nashik,Soybean,3964,4420,4177,Rs./quintal
2026-05-08,Maharashtra,Nashik,Soybean,4022,4454,4227,Rs./quintal
2026-05-11,Maharashtra,Nashik,Soybean,3848,4387,4156,Rs./quintal
2026-05-14,Maharashtra,Nashik,Soybean,3953,4265,4108,Rs./quintal
2026-05-17,Maharashtra,Nashik,Soybean,3648,4185,3897,Rs./quintal
2026-05-20,Maharashtra,Nashik,Soybean,3646,4099,3928,Rs./quintal
2026-05-23,Maharashtra,Nashik,Soybean,3905,4237,4044,Rs./quintal
2026-05-26,Maharashtra,Nashik,Soybean,3777,4298,3991,Rs./quintal
2026-05-29,Maharashtra,Nashik,Soybean,3913,4243,4083,Rs./quintal
2026-06-01,Maharashtra,Nashik,Soybean,3671,4052,3833,Rs./quintal
2026-06-04,Maharashtra,Nashik,Soybean,3984,4410,4144,Rs./quintal
2026-06-07,Maharashtra,Nashik,Soybean,3737,4168,3916,Rs./quintal
2026-06-10,Maharashtra,Nashik,Soybean,3638,4107,3834,Rs./quintal
2026-06-13,Maharashtra,Nashik,Soybean,3595,3986,3801,Rs./quintal
2026-06-16,Maharashtra,Nashik,Soybean,3738,4290,3989,Rs./quintal
2026-06-19,Maharashtra,Nashik,Soybean,3560,3995,3837,Rs./quintal
2026-06-22,Maharashtra,Nashik,Soybean,3735,4106,3871,Rs./quintal
2026-06-25,Maharashtra,Nashik,Soybean,3906,4362,4128,Rs./quintal
2026-06-28,Maharashtra,Nashik,Soybean,3847,4159,4016,Rs./quintal
2026-07-01,Maharashtra,Nashik,Soybean,3603,4177,3900,Rs./quintal
2026-07-04,Maharashtra,Nashik,Soybean,3852,4267,4081,Rs./quintal
2026-07-07,Maharashtra,Nashik,Soybean,3711,4150,3862,Rs./quintal
2026-07-10,Maharashtra,Nashik,Soybean,3789,4140,3954,Rs./quintal
2026-07-13,Maharashtra,Nashik,Soybean,3684,4281,3998,Rs./quintal
2026-07-16,Maharashtra,Nashik,Soybean,3666,3948,3807,Rs./quintal
2026-07-19,Maharashtra,Nashik,Soybean,3527,3947,3808,Rs./quintal
2026-07-22,Maharashtra,Nashik,Soybean,3580,4011,3751,Rs./quintal
2026-07-25,Maharashtra,Nashik,Soybean,3595,4005,3750,Rs./quintal
2026-07-28,Maharashtra,Nashik,Soybean,3457,3996,3736,Rs./quintal
2026-07-31,Maharashtra,Nashik,Soybean,3619,4062,3921,Rs./quintal
2026-02-01,Maharashtra,Nashik,Onion,1133,1268,1188,Rs./quintal
2026-02-04,Maharashtra,Nashik,Onion,1431,1541,1481,Rs./quintal
2026-02-07,Maharashtra,Nashik,Onion,1422,1603,1530,Rs./quintal
2026-02-10,Maharashtra,Nashik,Onion,1153,1290,1198,Rs./quintal
2026-02-13,Maharashtra,Nashik,Onion,1452,1608,1549,Rs./quintal
2026-02-16,Maharashtra,Nashik,Onion,1306,1423,1366,Rs./quintal
2026-02-19,Maharashtra,Nashik,Onion,1289,1476,1394,Rs./quintal
2026-02-22,Maharashtra,Nashik,Onion,1085,1212,1166,Rs./quintal
2026-02-25,Maharashtra,Nashik,Onion,1231,1349,1276,Rs./quintal
2026-02-28,Maharashtra,Nashik,Onion,1442,1622,1559,Rs./quintal
2026-03-03,Maharashtra,Nashik,Onion,1384,1519,1449,Rs./quintal
2026-03-06,Maharashtra,Nashik,Onion,1400,1602,1486,Rs./quintal
2026-03-09,Maharashtra,Nashik,Onion,1228,1373,1309,Rs./quintal
2026-03-12,Maharashtra,Nashik,Onion,1232,1370,1323,Rs./quintal
2026-03-15,Maharashtra,Nashik,Onion,1536,1717,1658,Rs./quintal
2026-03-18,Maharashtra,Nashik,Onion,1235,1373,1289,Rs./quintal
2026-03-21,Maharashtra,Nashik,Onion,1357,1540,1472,Rs./quintal
2026-03-24,Maharashtra,Nashik,Onion,1196,1357,1280,Rs./quintal
2026-03-27,Maharashtra,Nashik,Onion,1323,1437,1366,Rs./quintal
2026-03-30,Maharashtra,Nashik,Onion,1375,1578,1471,Rs./quintal
2026-04-02,Maharashtra,Nashik,Onion,1285,1491,1391,Rs./quintal
2026-04-05,Maharashtra,Nashik,Onion,1453,1582,1523,Rs./quintal
2026-04-08,Maharashtra,Nashik,Onion,1666,1826,1764,Rs./quintal
2026-04-11,Maharashtra,Nashik,Onion,1435,1558,1506,Rs./quintal
2026-04-14,Maharashtra,Nashik,Onion,1288,1452,1370,Rs./quintal
2026-04-17,Maharashtra,Nashik,Onion,1305,1458,1351,Rs./quintal
2026-04-20,Maharashtra,Nashik,Onion,1292,1397,1334,Rs./quintal
2026-04-23,Maharashtra,Nashik,Onion,1530,1635,1578,Rs./quintal
2026-04-26,Maharashtra,Nashik,Onion,1616,1764,1690,Rs./quintal
2026-04-29,Maharashtra,Nashik,Onion,1549,1703,1632,Rs./quintal
2026-05-02,Maharashtra,Nashik,Onion,1683,1855,1767,Rs./quintal
2026-05-05,Maharashtra,Nashik,Onion,1534,1695,1614,Rs./quintal
2026-05-08,Maharashtra,Nashik,Onion,1512,1730,1619,Rs./quintal
2026-05-11,Maharashtra,Nashik,Onion,1338,1514,1435,Rs./quintal
2026-05-14,Maharashtra,Nashik,Onion,1565,1748,1689,Rs./quintal
2026-05-17,Maharashtra,Nashik,Onion,1300,1498,1408,Rs./quintal
2026-05-20,Maharashtra,Nashik,Onion,1744,1976,1857,Rs./quintal
2026-05-23,Maharashtra,Nashik,Onion,1386,1508,1457,Rs./quintal
2026-05-26,Maharashtra,Nashik,Onion,1360,1517,1420,Rs./quintal
2026-05-29,Maharashtra,Nashik,Onion,1645,1881,1769,Rs./quintal
2026-06-01,Maharashtra,Nashik,Onion,1604,1800,1719,Rs./quintal
2026-06-04,Maharashtra,Nashik,Onion,1809,2058,1910,Rs./quintal
2026-06-07,Maharashtra,Nashik,Onion,1395,1594,1482,Rs./quintal
2026-06-10,Maharashtra,Nashik,Onion,1557,1745,1664,Rs./quintal
2026-06-13,Maharashtra,Nashik,Onion,1570,1801,1703,Rs./quintal
2026-06-16,Maharashtra,Nashik,Onion,1786,2035,1910,Rs./quintal
2026-06-19,Maharashtra,Nashik,Onion,1593,1832,1719,Rs./quintal
2026-06-22,Maharashtra,Nashik,Onion,1589,1826,1717,Rs./quintal
2026-06-25,Maharashtra,Nashik,Onion,1724,1913,1807,Rs./quintal
2026-06-28,Maharashtra,Nashik,Onion,1647,1806,1711,Rs./quintal
2026-07-01,Maharashtra,Nashik,Onion,1670,1907,1768,Rs./quintal
2026-07-04,Maharashtra,Nashik,Onion,1773,2040,1891,Rs./quintal
2026-07-07,Maharashtra,Nashik,Onion,1593,1785,1729,Rs./quintal
2026-07-10,Maharashtra,Nashik,Onion,1886,2147,2012,Rs./quintal
2026-07-13,Maharashtra,Nashik,Onion,1512,1642,1568,Rs./quintal
2026-07-16,Maharashtra,Nashik,Onion,1506,1684,1607,Rs./quintal
2026-07-19,Maharashtra,Nashik,Onion,1664,1820,1746,Rs./quintal
2026-07-22,Maharashtra,Nashik,Onion,1812,2052,1908,Rs./quintal
2026-07-25,Maharashtra,Nashik,Onion,1486,1663,1589,Rs./quintal
2026-07-28,Maharashtra,Nashik,Onion,1464,1647,1564,Rs./quintal
2026-07-31,Maharashtra,Nashik,Onion,1921,2178,2026,Rs./quintal
2026-02-01,Maharashtra,Nashik,Tomato,1200,1364,1264,Rs./quintal
2026-02-04,Maharashtra,Nashik,Tomato,1048,1180,1115,Rs./quintal
2026-02-07,Maharashtra,Nashik,Tomato,1218,1401,1317,Rs./quintal
2026-02-10,Maharashtra,Nashik,Tomato,1035,1170,1095,Rs./quintal
2026-02-13,Maharashtra,Nashik,Tomato,1043,1150,1097,Rs./quintal
2026-02-16,Maharashtra,Nashik,Tomato,1079,1225,1142,Rs./quintal
2026-02-19,Maharashtra,Nashik,Tomato,1257,1381,1307,Rs./quintal
2026-02-22,Maharashtra,Nashik,Tomato,989,1158,1072,Rs./quintal
2026-02-25,Maharashtra,Nashik,Tomato,1049,1202,1126,Rs./quintal
2026-02-28,Maharashtra,Nashik,Tomato,944,1015,981,Rs./quintal
2026-03-03,Maharashtra,Nashik,Tomato,1092,1266,1183,Rs./quintal
2026-03-06,Maharashtra,Nashik,Tomato,1166,1340,1253,Rs./quintal
2026-03-09,Maharashtra,Nashik,Tomato,1255,1436,1342,Rs./quintal
2026-03-12,Maharashtra,Nashik,Tomato,1167,1281,1232,Rs./quintal
2026-03-15,Maharashtra,Nashik,Tomato,1157,1280,1216,Rs./quintal
2026-03-18,Maharashtra,Nashik,Tomato,1300,1442,1399,Rs./quintal
2026-03-21,Maharashtra,Nashik,Tomato,1319,1450,1369,Rs./quintal
2026-03-24,Maharashtra,Nashik,Tomato,1084,1195,1120,Rs./quintal
2026-03-27,Maharashtra,Nashik,Tomato,1208,1320,1249,Rs./quintal
2026-03-30,Maharashtra,Nashik,Tomato,1269,1392,1324,Rs./quintal
2026-04-02,Maharashtra,Nashik,Tomato,1335,1482,1403,Rs./quintal
2026-04-05,Maharashtra,Nashik,Tomato,1199,1342,1293,Rs./quintal
2026-04-08,Maharashtra,Nashik,Tomato,1373,1544,1468,Rs./quintal
2026-04-11,Maharashtra,Nashik,Tomato,1219,1310,1268,Rs./quintal
2026-04-14,Maharashtra,Nashik,Tomato,1133,1291,1205,Rs./quintal
2026-04-17,Maharashtra,Nashik,Tomato,1350,1534,1447,Rs./quintal
2026-04-20,Maharashtra,Nashik,Tomato,1218,1368,1316,Rs./quintal
2026-04-23,Maharashtra,Nashik,Tomato,1181,1293,1228,Rs./quintal
2026-04-26,Maharashtra,Nashik,Tomato,1319,1487,1400,Rs./quintal
2026-04-29,Maharashtra,Nashik,Tomato,1034,1155,1114,Rs./quintal
2026-05-02,Maharashtra,Nashik,Tomato,1281,1418,1334,Rs./quintal
2026-05-05,Maharashtra,Nashik,Tomato,1237,1385,1285,Rs./quintal
2026-05-08,Maharashtra,Nashik,Tomato,1352,1575,1468,Rs./quintal
2026-05-11,Maharashtra,Nashik,Tomato,1170,1321,1231,Rs./quintal
2026-05-14,Maharashtra,Nashik,Tomato,1611,1796,1713,Rs./quintal
2026-05-17,Maharashtra,Nashik,Tomato,1451,1690,1569,Rs./quintal
2026-05-20,Maharashtra,Nashik,Tomato,1492,1666,1609,Rs./quintal
2026-05-23,Maharashtra,Nashik,Tomato,1561,1706,1615,Rs./quintal
2026-05-26,Maharashtra,Nashik,Tomato,1617,1799,1671,Rs./quintal
2026-05-29,Maharashtra,Nashik,Tomato,1282,1386,1330,Rs./quintal
2026-06-01,Maharashtra,Nashik,Tomato,1300,1417,1354,Rs./quintal
2026-06-04,Maharashtra,Nashik,Tomato,1548,1759,1648,Rs./quintal
2026-06-07,Maharashtra,Nashik,Tomato,1342,1479,1426,Rs./quintal
2026-06-10,Maharashtra,Nashik,Tomato,1343,1459,1387,Rs./quintal
2026-06-13,Maharashtra,Nashik,Tomato,1365,1516,1438,Rs./quintal
2026-06-16,Maharashtra,Nashik,Tomato,1466,1584,1515,Rs./quintal
2026-06-19,Maharashtra,Nashik,Tomato,1475,1667,1546,Rs./quintal
2026-06-22,Maharashtra,Nashik,Tomato,1775,1924,1836,Rs./quintal
2026-06-25,Maharashtra,Nashik,Tomato,1665,1786,1732,Rs./quintal
2026-06-28,Maharashtra,Nashik,Tomato,1798,2028,1892,Rs./quintal
2026-07-01,Maharashtra,Nashik,Tomato,1774,1952,1834,Rs./quintal
2026-07-04,Maharashtra,Nashik,Tomato,1790,2032,1921,Rs./quintal
2026-07-07,Maharashtra,Nashik,Tomato,1540,1668,1591,Rs./quintal
2026-07-10,Maharashtra,Nashik,Tomato,1794,2079,1937,Rs./quintal
2026-07-13,Maharashtra,Nashik,Tomato,1849,2117,1968,Rs./quintal
2026-07-16,Maharashtra,Nashik,Tomato,1597,1718,1648,Rs./quintal
2026-07-19,Maharashtra,Nashik,Tomato,1384,1500,1440,Rs./quintal
2026-07-22,Maharashtra,Nashik,Tomato,1469,1638,1523,Rs./quintal
2026-07-25,Maharashtra,Nashik,Tomato,1748,1937,1813,Rs./quintal
2026-07-28,Maharashtra,Nashik,Tomato,1527,1778,1657,Rs./quintal
2026-07-31,Maharashtra,Nashik,Tomato,1881,2049,1945,Rs./quintal
2026-02-01,Maharashtra,Pune,Wheat,2079,2336,2175,Rs./quintal
2026-02-04,Maharashtra,Pune,Wheat,2088,2313,2172,Rs./quintal
2026-02-07,Maharashtra,Pune,Wheat,1999,2260,2132,Rs./quintal
2026-02-10,Maharashtra,Pune,Wheat,2077,2285,2171,Rs./quintal
2026-02-13,Maharashtra,Pune,Wheat,1911,2200,2071,Rs./quintal
2026-02-16,Maharashtra,Pune,Wheat,2061,2227,2148,Rs./quintal
2026-02-19,Maharashtra,Pune,Wheat,2016,2216,2119,Rs./quintal
2026-02-22,Maharashtra,Pune,Wheat,1928,2194,2078,Rs./quintal
2026-02-25,Maharashtra,Pune,Wheat,2107,2340,2191,Rs./quintal
2026-02-28,Maharashtra,Pune,Wheat,2077,2328,2176,Rs./quintal
2026-03-03,Maharashtra,Pune,Wheat,2020,2283,2140,Rs./quintal
2026-03-06,Maharashtra,Pune,Wheat,2035,2284,2132,Rs./quintal
2026-03-09,Maharashtra,Pune,Wheat,2048,2314,2202,Rs./quintal
2026-03-12,Maharashtra,Pune,Wheat,2045,2286,2122,Rs./quintal
2026-03-15,Maharashtra,Pune,Wheat,2061,2384,2213,Rs./quintal
2026-03-18,Maharashtra,Pune,Wheat,2112,2354,2218,Rs./quintal
2026-03-21,Maharashtra,Pune,Wheat,2147,2304,2216,Rs./quintal
2026-03-24,Maharashtra,Pune,Wheat,2032,2299,2189,Rs./quintal
2026-03-27,Maharashtra,Pune,Wheat,2010,2228,2154,Rs./quintal
2026-03-30,Maharashtra,Pune,Wheat,2076,2223,2146,Rs./quintal
2026-04-02,Maharashtra,Pune,Wheat,2095,2394,2225,Rs./quintal
2026-04-05,Maharashtra,Pune,Wheat,2089,2269,2190,Rs./quintal
2026-04-08,Maharashtra,Pune,Wheat,2067,2387,2224,Rs./quintal
2026-04-11,Maharashtra,Pune,Wheat,2087,2355,2233,Rs./quintal
2026-04-14,Maharashtra,Pune,Wheat,2067,2276,2147,Rs./quintal
2026-04-17,Maharashtra,Pune,Wheat,2112,2405,2261,Rs./quintal
2026-04-20,Maharashtra,Pune,Wheat,2055,2266,2185,Rs./quintal
2026-04-23,Maharashtra,Pune,Wheat,2023,2300,2168,Rs./quintal
2026-04-26,Maharashtra,Pune,Wheat,2111,2393,2249,Rs./quintal
2026-04-29,Maharashtra,Pune,Wheat,2016,2270,2190,Rs./quintal
2026-05-02,Maharashtra,Pune,Wheat,2105,2347,2205,Rs./quintal
2026-05-05,Maharashtra,Pune,Wheat,2156,2408,2257,Rs./quintal
2026-05-08,Maharashtra,Pune,Wheat,2031,2268,2196,Rs./quintal
2026-05-11,Maharashtra,Pune,Wheat,2055,2372,2206,Rs./quintal
2026-05-14,Maharashtra,Pune,Wheat,2219,2475,2295,Rs./quintal
2026-05-17,Maharashtra,Pune,Wheat,2147,2314,2242,Rs./quintal
2026-05-20,Maharashtra,Pune,Wheat,2088,2295,2196,Rs./quintal
2026-05-23,Maharashtra,Pune,Wheat,2079,2389,2215,Rs./quintal
2026-05-26,Maharashtra,Pune,Wheat,2123,2333,2237,Rs./quintal
2026-05-29,Maharashtra,Pune,Wheat,2154,2394,2229,Rs./quintal
2026-06-01,Maharashtra,Pune,Wheat,2070,2337,2212,Rs./quintal
2026-06-04,Maharashtra,Pune,Wheat,2049,2284,2213,Rs./quintal
2026-06-07,Maharashtra,Pune,Wheat,2131,2371,2212,Rs./quintal
2026-06-10,Maharashtra,Pune,Wheat,2219,2397,2296,Rs./quintal
2026-06-13,Maharashtra,Pune,Wheat,2199,2470,2313,Rs./quintal
2026-06-16,Maharashtra,Pune,Wheat,2087,2396,2230,Rs./quintal
2026-06-19,Maharashtra,Pune,Wheat,2169,2390,2237,Rs./quintal
2026-06-22,Maharashtra,Pune,Wheat,2132,2354,2215,Rs./quintal
2026-06-25,Maharashtra,Pune,Wheat,2125,2389,2303,Rs./quintal
2026-06-28,Maharashtra,Pune,Wheat,2051,2321,2225,Rs./quintal
2026-07-01,Maharashtra,Pune,Wheat,2189,2509,2324,Rs./quintal
2026-07-04,Maharashtra,Pune,Wheat,2171,2468,2355,Rs./quintal
2026-07-07,Maharashtra,Pune,Wheat,2195,2452,2325,Rs./quintal
2026-07-10,Maharashtra,Pune,Wheat,2258,2429,2344,Rs./quintal
2026-07-13,Maharashtra,Pune,Wheat,2158,2327,2240,Rs./quintal
2026-07-16,Maharashtra,Pune,Wheat,2127,2348,2250,Rs./quintal
2026-07-19,Maharashtra,Pune,Wheat,2231,2489,2350,Rs./quintal
2026-07-22,Maharashtra,Pune,Wheat,2234,2499,2361,Rs./quintal
2026-07-25,Maharashtra,Pune,Wheat,2110,2440,2284,Rs./quintal
2026-07-28,Maharashtra,Pune,Wheat,2237,2393,2320,Rs./quintal
2026-07-31,Maharashtra,Pune,Wheat,2214,2436,2321,Rs./quintal
2026-02-01,Maharashtra,Pune,Rice,2432,2623,2528,Rs./quintal
2026-02-04,Maharashtra,Pune,Rice,2327,2572,2420,Rs./quintal
2026-02-07,Maharashtra,Pune,Rice,2386,2613,2466,Rs./quintal
2026-02-10,Maharashtra,Pune,Rice,2335,2562,2411,Rs./quintal
2026-02-13,Maharashtra,Pune,Rice,2367,2696,2528,Rs./quintal
2026-02-16,Maharashtra,Pune,Rice,2421,2647,2501,Rs./quintal
2026-02-19,Maharashtra,Pune,Rice,2247,2587,2436,Rs./quintal
2026-02-22,Maharashtra,Pune,Rice,2261,2532,2450,Rs./quintal
2026-02-25,Maharashtra,Pune,Rice,2374,2654,2528,Rs./quintal
2026-02-28,Maharashtra,Pune,Rice,2355,2610,2432,Rs./quintal
2026-03-03,Maharashtra,Pune,Rice,2355,2539,2446,Rs./quintal
2026-03-06,Maharashtra,Pune,Rice,2366,2703,2532,Rs./quintal
2026-03-09,Maharashtra,Pune,Rice,2330,2653,2516,Rs./quintal
2026-03-12,Maharashtra,Pune,Rice,2389,2601,2488,Rs./quintal
2026-03-15,Maharashtra,Pune,Rice,2335,2679,2520,Rs./quintal
2026-03-18,Maharashtra,Pune,Rice,2400,2676,2538,Rs./quintal
2026-03-21,Maharashtra,Pune,Rice,2402,2693,2545,Rs./quintal
2026-03-24,Maharashtra,Pune,Rice,2382,2662,2487,Rs./quintal
2026-03-27,Maharashtra,Pune,Rice,2365,2640,2511,Rs./quintal
2026-03-30,Maharashtra,Pune,Rice,2286,2569,2439,Rs./quintal
